date,temperature,humidity,luminosity,pressure
2022-11-17 15:01:49.608,25.4,32.6,74,1013.9
2022-11-17 15:01:44.565,25.4,32.6,74,1013.9
2022-11-17 15:01:39.521,25.4,32.6,73,1013.8
2022-11-17 15:01:34.479,25.4,32.5,74,1013.8
2022-11-17 15:01:29.435,25.4,32.5,73,1013.9
2022-11-17 15:01:24.392,25.4,32.5,73,1013.8
2022-11-17 15:01:19.349,25.4,32.6,73,1013.9
2022-11-17 15:01:14.305,25.4,32.6,73,1013.9
2022-11-17 15:01:09.262,25.4,32.5,72,1013.9
2022-11-17 15:01:04.219,25.4,32.5,72,1013.8
2022-11-17 15:00:59.175,25.4,32.6,73,1013.9
2022-11-17 15:00:54.132,25.4,32.5,74,1013.9
2022-11-17 15:00:49.089,25.4,32.4,74,1013.9
2022-11-17 15:00:44.046,25.4,32.5,74,1013.9
2022-11-17 15:00:39.003,25.4,32.5,74,1013.9
2022-11-17 15:00:33.960,25.4,32.6,73,1013.8
2022-11-17 15:00:28.917,25.4,32.7,73,1013.9
2022-11-17 15:00:23.873,25.4,32.8,73,1013.9
2022-11-17 15:00:18.830,25.4,32.9,73,1013.9
2022-11-17 15:00:13.787,25.4,32.7,74,1013.9
2022-11-17 15:00:08.743,25.5,32.5,74,1013.9
2022-11-17 15:00:03.700,25.4,32.3,74,1013.9
2022-11-17 14:59:58.658,25.5,32.3,74,1013.9
2022-11-17 14:59:53.615,25.4,32.4,74,1013.9
2022-11-17 14:59:48.572,25.4,32.3,73,1013.9
2022-11-17 14:59:43.528,25.4,32.2,73,1013.9
2022-11-17 14:59:38.484,25.4,32.3,73,1013.8
2022-11-17 14:59:33.440,25.4,32.3,73,1013.8
2022-11-17 14:59:28.396,25.4,32.2,74,1013.9
