date,temperature,humidity,luminosity,pressure
2022-11-17 14:59:23.352,25.4,32.3,75,1013.9
2022-11-17 14:59:18.309,25.4,32.3,75,1013.9
2022-11-17 14:59:13.265,25.4,32.3,74,1013.9
2022-11-17 14:59:08.223,25.4,32.3,75,1013.9
2022-11-17 14:59:03.179,25.4,32.4,74,1013.9
2022-11-17 14:58:58.135,25.4,32.2,74,1013.9
2022-11-17 14:58:53.091,25.4,32.3,74,1013.8
2022-11-17 14:58:48.047,25.4,32.4,75,1013.8
2022-11-17 14:58:43.004,25.4,32.4,75,1013.9
2022-11-17 14:58:37.961,25.4,32.3,74,1013.9
2022-11-17 14:58:32.918,25.4,32.5,74,1013.9
2022-11-17 14:58:27.874,25.4,32.5,74,1013.9
2022-11-17 14:58:22.832,25.4,32.6,74,1013.9
2022-11-17 14:58:17.788,25.4,32.7,75,1013.9
2022-11-17 14:58:12.744,25.4,32.9,74,1013.9
2022-11-17 14:58:07.700,25.4,33.0,74,1013.9
2022-11-17 14:58:02.658,25.4,33.2,74,1013.9
2022-11-17 14:57:57.614,25.4,33.3,74,1013.9
2022-11-17 14:57:52.570,25.4,33.3,74,1013.9
2022-11-17 14:57:47.526,25.4,33.3,74,1013.9
2022-11-17 14:57:42.483,25.4,33.1,75,1013.9
2022-11-17 14:57:37.439,25.4,32.7,74,1013.9
2022-11-17 14:57:32.396,25.4,32.4,74,1013.9
2022-11-17 14:57:27.352,25.4,32.3,74,1013.9
2022-11-17 14:57:22.310,25.4,32.3,74,1013.9
2022-11-17 14:57:17.267,25.4,32.3,74,1013.8
2022-11-17 14:57:12.224,25.4,32.3,74,1013.9
2022-11-17 14:57:07.181,25.4,32.4,74,1013.9
2022-11-17 14:57:02.138,25.4,32.5,74,1013.9
2022-11-17 14:56:57.095,25.4,32.3,74,1013.9
2022-11-17 14:56:52.052,25.4,32.2,74,1013.9
2022-11-17 14:56:47.008,25.4,32.2,74,1013.9
2022-11-17 14:56:41.965,25.4,32.1,74,1013.8
2022-11-17 14:56:36.922,25.4,31.9,74,1013.9
2022-11-17 14:56:31.879,25.4,31.9,75,1013.8
2022-11-17 14:56:26.836,25.4,31.9,74,1013.9
2022-11-17 14:56:21.793,25.4,31.8,74,1013.8
2022-11-17 14:56:16.750,25.4,31.8,74,1013.9
2022-11-17 14:56:11.707,25.4,32.0,74,1013.9
2022-11-17 14:56:06.663,25.4,32.0,74,1013.9
2022-11-17 14:56:01.619,25.4,32.1,75,1013.8
