date,temperature,humidity,luminosity
2022-11-10 15:33:43.864,22.8,35.6,11
2022-11-10 15:33:42.861,22.8,35.6,11
2022-11-10 15:33:41.582,22.8,35.6,11
2022-11-10 15:33:40.584,22.8,35.6,11
2022-11-10 15:33:39.305,22.8,35.6,10
2022-11-10 15:33:38.301,22.8,35.6,11
2022-11-10 15:33:37.027,22.8,35.6,11
2022-11-10 15:33:36.024,22.8,35.6,10
2022-11-10 15:33:34.751,22.8,35.6,11
2022-11-10 15:33:33.747,22.8,35.6,10
2022-11-10 15:33:32.468,22.8,35.6,10
2022-11-10 15:33:31.469,22.8,35.6,10
2022-11-10 15:33:30.190,22.8,35.6,10
2022-11-10 15:33:29.187,22.8,35.6,11
2022-11-10 15:33:27.913,22.8,35.6,10
2022-11-10 15:33:26.909,22.8,35.6,10
2022-11-10 15:33:25.636,22.8,35.6,10
2022-11-10 15:33:24.632,22.8,35.6,11
2022-11-10 15:33:23.353,22.8,35.6,11
2022-11-10 15:33:22.355,22.8,35.6,11
2022-11-10 15:33:21.076,22.8,35.6,11
2022-11-10 15:33:20.077,22.8,35.6,11
2022-11-10 15:33:18.798,22.8,35.6,11
2022-11-10 15:33:17.796,22.8,35.6,11
2022-11-10 15:33:16.522,22.8,35.6,11
2022-11-10 15:33:15.517,22.8,35.6,11
2022-11-10 15:33:14.240,22.8,35.7,11
2022-11-10 15:33:13.241,22.8,35.7,11
2022-11-10 15:33:11.961,22.8,35.7,11
2022-11-10 15:33:10.963,22.8,35.7,10
2022-11-10 15:33:09.685,22.8,35.7,10
2022-11-10 15:33:08.681,22.8,35.7,10
2022-11-10 15:33:07.407,22.8,35.7,10
2022-11-10 15:33:06.405,22.8,35.7,11
2022-11-10 15:33:05.125,22.8,35.7,10
2022-11-10 15:33:04.125,22.8,35.7,10
2022-11-10 15:33:02.848,22.8,35.8,10
2022-11-10 15:33:01.849,22.8,35.8,11
2022-11-10 15:33:00.569,22.8,35.8,11
2022-11-10 15:32:59.567,22.8,35.8,11
2022-11-10 15:32:58.292,22.8,35.8,11
2022-11-10 15:32:57.288,22.8,35.8,11
2022-11-10 15:32:56.011,22.8,35.8,11
2022-11-10 15:32:55.011,22.8,35.8,11
2022-11-10 15:32:53.733,22.8,35.8,11
2022-11-10 15:32:52.730,22.8,35.8,11
2022-11-10 15:32:51.455,22.8,35.8,11
2022-11-10 15:32:50.452,22.8,35.8,11
2022-11-10 15:32:49.179,22.8,35.9,10
2022-11-10 15:32:48.174,22.8,35.9,10
2022-11-10 15:32:46.897,22.8,35.9,10
2022-11-10 15:32:45.896,22.8,35.9,11
2022-11-10 15:32:44.619,22.8,35.9,10
2022-11-10 15:32:43.616,22.8,35.9,10
2022-11-10 15:32:42.341,22.8,35.9,11
2022-11-10 15:32:41.338,22.8,35.9,11
2022-11-10 15:32:40.064,22.8,35.9,11
2022-11-10 15:32:39.060,22.8,35.9,11
2022-11-10 15:32:37.782,22.8,35.9,11
2022-11-10 15:32:36.782,22.8,35.9,11
2022-11-10 15:32:35.504,22.8,35.9,11
2022-11-10 15:32:34.501,22.8,35.9,11
2022-11-10 15:32:33.227,22.8,35.8,10
2022-11-10 15:32:32.223,22.8,35.8,11
2022-11-10 15:32:30.945,22.8,35.7,11
2022-11-10 15:32:29.946,22.8,35.7,11
2022-11-10 15:32:28.668,22.8,35.4,11
2022-11-10 15:32:27.667,22.8,35.4,11
2022-11-10 15:32:26.391,22.8,35.4,11
2022-11-10 15:32:25.386,22.8,35.4,10
2022-11-10 15:32:24.113,22.8,35.4,10
2022-11-10 15:32:23.108,22.8,35.4,10
2022-11-10 15:32:21.831,22.8,35.4,10
2022-11-10 15:32:20.831,22.8,35.4,10
2022-11-10 15:32:19.553,22.8,35.4,10
2022-11-10 15:32:18.554,22.8,35.4,10
2022-11-10 15:32:17.276,22.8,35.4,10
2022-11-10 15:32:16.272,22.8,35.4,11
2022-11-10 15:32:14.999,22.8,35.4,11
2022-11-10 15:32:13.995,22.8,35.4,11
2022-11-10 15:32:12.717,22.8,35.4,11
2022-11-10 15:32:11.717,22.8,35.4,11
2022-11-10 15:32:10.439,22.8,35.4,10
2022-11-10 15:32:09.440,22.8,35.4,11
2022-11-10 15:32:08.161,22.8,35.4,11
2022-11-10 15:32:07.158,22.8,35.4,11
2022-11-10 15:32:05.884,22.8,35.4,11
2022-11-10 15:32:04.879,22.8,35.4,11
2022-11-10 15:32:03.601,22.8,35.4,11
2022-11-10 15:32:02.602,22.8,35.4,11
2022-11-10 15:32:01.325,22.8,35.4,11
2022-11-10 15:32:00.324,22.8,35.4,11
2022-11-10 15:31:59.047,22.8,35.4,11
2022-11-10 15:31:58.043,22.8,35.4,11
2022-11-10 15:31:56.770,22.8,35.4,11
2022-11-10 15:31:55.766,22.8,35.4,11
2022-11-10 15:31:54.487,22.8,35.4,11
2022-11-10 15:31:53.488,22.8,35.4,11
2022-11-10 15:31:52.210,22.8,35.4,11
2022-11-10 15:31:51.211,22.8,35.4,11
2022-11-10 15:31:49.933,22.8,35.4,11
2022-11-10 15:31:48.929,22.8,35.4,11
2022-11-10 15:31:47.655,22.8,35.4,11
2022-11-10 15:31:46.651,22.8,35.4,10
